name,version,directory,repository,summary,from package.json,from license,from readme
@hapi/topo,5.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@hapi/topo,http://github.com/hapijs/topo,BSD-3-Clause,BSD-3-Clause,,
@humanwhocodes/config-array,0.11.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@humanwhocodes/config-array,https://github.com/humanwhocodes/config-array,Apache;Apache-2.0,Apache-2.0,Apache,
@humanwhocodes/module-importer,1.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@humanwhocodes/module-importer,https://github.com/humanwhocodes/module-importer,Apache;Apache-2.0,Apache-2.0,Apache,
@humanwhocodes/object-schema,1.2.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@humanwhocodes/object-schema,https://github.com/humanwhocodes/object-schema,BSD;BSD-3-Clause,BSD-3-Clause,BSD,BSD
@ionic/cli-framework-output,2.2.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/cli-framework-output,(none),MIT,MIT,MIT,
@ionic/utils-array,2.1.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-array,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-fs,3.1.6,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-fs,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-object,2.1.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-object,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-process,2.1.10,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-process,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-stream,3.1.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-stream,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-subprocess,2.1.11,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-subprocess,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@ionic/utils-terminal,2.3.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@ionic/utils-terminal,https://github.com/ionic-team/ionic-cli,MIT,MIT,MIT,
@jridgewell/gen-mapping,0.1.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/gen-mapping,https://github.com/jridgewell/gen-mapping,MIT,MIT,,
@jridgewell/gen-mapping,0.3.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@babel/generator/node_modules/@jridgewell/gen-mapping,(none),MIT,MIT,,
@jridgewell/resolve-uri,3.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/resolve-uri,https://github.com/jridgewell/resolve-uri,MIT,MIT,,
@jridgewell/set-array,1.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/set-array,https://github.com/jridgewell/set-array,MIT,MIT,,
@jridgewell/source-map,0.3.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/source-map,https://github.com/jridgewell/source-map,MIT,MIT,,
@jridgewell/sourcemap-codec,1.4.14,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/sourcemap-codec,https://github.com/jridgewell/sourcemap-codec,MIT,MIT,MIT,MIT
@jridgewell/trace-mapping,0.3.17,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@jridgewell/trace-mapping,https://github.com/jridgewell/trace-mapping,MIT,MIT,,
@kouts/vue-modal,2.1.11,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@kouts/vue-modal,https://github.com/kouts/vue-modal,MIT,MIT,MIT,
@leichtgewicht/ip-codec,2.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@leichtgewicht/ip-codec,https://github.com/martinheidegger/ip-codec,MIT,MIT,MIT,
@nicolo-ribaudo/eslint-scope-5-internals,5.1.1-v1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@nicolo-ribaudo/eslint-scope-5-internals,(none),MIT,MIT,,
@node-ipc/js-queue,2.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@node-ipc/js-queue,https://github.com/node-ipc/js-queue,MIT,MIT,MIT,MIT
@nodelib/fs.scandir,2.1.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@nodelib/fs.scandir,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir,MIT,MIT,MIT,MIT
@nodelib/fs.stat,2.0.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@nodelib/fs.stat,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat,MIT,MIT,MIT,MIT
@nodelib/fs.walk,1.2.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@nodelib/fs.walk,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk,MIT,MIT,MIT,MIT
@polka/url,1.0.0-next.21,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@polka/url,lukeed/polka,MIT,MIT,MIT,MIT
@sideway/address,4.1.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@sideway/address,http://github.com/sideway/address,BSD-3-Clause,BSD-3-Clause,,
@sideway/formula,3.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@sideway/formula,http://github.com/sideway/formula,BSD-3-Clause,BSD-3-Clause,,
@sideway/pinpoint,2.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@sideway/pinpoint,http://github.com/sideway/pinpoint,BSD-3-Clause,BSD-3-Clause,,
@soda/friendly-errors-webpack-plugin,1.8.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@soda/friendly-errors-webpack-plugin,https://github.com/sodatea/friendly-errors-webpack-plugin,MIT,MIT,MIT,
@soda/get-current-script,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@soda/get-current-script,https://github.com/sodatea/get-current-script,MIT,MIT,MIT,
@trysound/sax,0.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@trysound/sax,http://github.com/svg/sax,ISC,ISC,ISC,
@types/body-parser,1.19.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/body-parser,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/bonjour,3.5.10,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/bonjour,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/connect,3.4.35,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/connect,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/connect-history-api-fallback,1.3.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/connect-history-api-fallback,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/eslint,8.4.10,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/eslint,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/eslint-scope,3.7.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/eslint-scope,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/estree,0.0.51,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack/node_modules/@types/estree,(none),MIT,MIT,MIT,
@types/estree,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/estree,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/express,4.17.15,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/express,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/express-serve-static-core,4.17.32,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/express-serve-static-core,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/fs-extra,8.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/fs-extra,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/html-minifier-terser,6.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/html-minifier-terser,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/http-proxy,1.17.9,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/http-proxy,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/json-schema,7.0.11,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/json-schema,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/mime,3.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/mime,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/minimist,1.2.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/minimist,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/node,18.11.18,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/node,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/normalize-package-data,2.4.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/normalize-package-data,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/parse-json,4.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/parse-json,https://www.github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/qs,6.9.7,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/qs,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/range-parser,1.2.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/range-parser,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/retry,0.12.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/retry,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/serve-index,1.9.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/serve-index,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/serve-static,1.15.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/serve-static,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/slice-ansi,4.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/slice-ansi,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/sockjs,0.3.33,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/sockjs,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@types/ws,8.5.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@types/ws,https://github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
@vue/babel-helper-vue-jsx-merge-props,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-helper-vue-jsx-merge-props,https://github.com/vuejs/jsx/tree/master/packages/babel-helper-vue-jsx-merge-props,MIT,MIT,,
@vue/babel-helper-vue-transform-on,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-helper-vue-transform-on,(none),MIT,MIT,,
@vue/babel-plugin-jsx,1.1.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-plugin-jsx,https://github.com/vuejs/jsx-next,MIT,MIT,MIT,
@vue/babel-plugin-transform-vue-jsx,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-plugin-transform-vue-jsx,https://github.com/vuejs/jsx/tree/master/packages/babel-plugin-transform-vue-jsx,MIT,MIT,,
@vue/babel-preset-app,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-preset-app,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/babel-preset-jsx,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-preset-jsx,https://github.com/vuejs/jsx/tree/master/packages/babel-preset-jsx,MIT,MIT,,
@vue/babel-sugar-composition-api-inject-h,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-composition-api-inject-h,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-inject-h,MIT,MIT,,
@vue/babel-sugar-composition-api-render-instance,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-composition-api-render-instance,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-render-instance,MIT,MIT,,
@vue/babel-sugar-functional-vue,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-functional-vue,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-functional-vue,MIT,MIT,,
@vue/babel-sugar-inject-h,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-inject-h,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-inject-h,MIT,MIT,,
@vue/babel-sugar-v-model,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-v-model,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-model,MIT,MIT,,
@vue/babel-sugar-v-on,1.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-v-on,https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-on,MIT,MIT,,
@vue/cli-overlay,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-overlay,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-plugin-babel,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-plugin-babel,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-plugin-eslint,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-plugin-eslint,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-plugin-router,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-plugin-router,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-plugin-vuex,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-plugin-vuex,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-service,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-service,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/cli-shared-utils,5.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-shared-utils,https://github.com/vuejs/vue-cli,MIT,MIT,MIT,
@vue/compiler-sfc,2.7.14,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/compiler-sfc,(none),MIT,,MIT,
@vue/component-compiler-utils,3.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/component-compiler-utils,https://github.com/vuejs/component-compiler-utils,MIT,MIT,,
@vue/web-component-wrapper,1.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/web-component-wrapper,https://github.com/vuejs/web-component-wrapper,MIT,MIT,,MIT
@webassemblyjs/ast,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/ast,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/floating-point-hex-parser,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/floating-point-hex-parser,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/helper-api-error,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/helper-api-error,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/helper-buffer,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/helper-buffer,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/helper-numbers,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/helper-numbers,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/helper-wasm-bytecode,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/helper-wasm-bytecode,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/helper-wasm-section,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/helper-wasm-section,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/ieee754,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/ieee754,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/leb128,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/leb128,https://github.com/xtuc/webassemblyjs,Apache;Apache-2.0,Apache-2.0,Apache,
@webassemblyjs/utf8,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/utf8,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/wasm-edit,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/wasm-edit,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/wasm-gen,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/wasm-gen,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/wasm-opt,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/wasm-opt,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/wasm-parser,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/wasm-parser,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@webassemblyjs/wast-printer,1.11.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@webassemblyjs/wast-printer,https://github.com/xtuc/webassemblyjs,MIT,MIT,MIT,
@xtuc/ieee754,1.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@xtuc/ieee754,http://github.com/feross/ieee754,BSD;BSD-3-Clause,BSD-3-Clause,,BSD
@xtuc/long,4.2.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@xtuc/long,https://github.com/dcodeIO/long.js,Apache;Apache-2.0,Apache-2.0,Apache,
accepts,1.0.7,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/accepts,expressjs/accepts,MIT,MIT,,MIT
accepts,1.3.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/compression/node_modules/accepts,(none),MIT,MIT,MIT,
acorn,8.8.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/acorn,https://github.com/acornjs/acorn,MIT,MIT,MIT,
acorn-import-assertions,1.8.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/acorn-import-assertions,https://github.com/xtuc/acorn-import-assertions,MIT,MIT,,MIT
acorn-jsx,5.3.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/acorn-jsx,https://github.com/acornjs/acorn-jsx,MIT,MIT,,
acorn-walk,8.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/acorn-walk,https://github.com/acornjs/acorn,MIT,MIT,MIT,
address,1.2.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/address,http://github.com/node-modules/address,MIT,MIT,MIT,
after,0.8.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/after,http://github.com/Raynos/after,MIT,,,MIT
ajv,6.12.6,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ajv,https://github.com/ajv-validator/ajv,MIT,MIT,MIT,
ajv,8.12.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/eslint-webpack-plugin/node_modules/ajv,(none),MIT,MIT,MIT,
ajv-formats,2.1.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ajv-formats,https://github.com/ajv-validator/ajv-formats,MIT,MIT,MIT,
ajv-keywords,3.5.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ajv-keywords,https://github.com/epoberezkin/ajv-keywords,MIT,MIT,MIT,
ajv-keywords,5.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/eslint-webpack-plugin/node_modules/ajv-keywords,(none),MIT,MIT,MIT,
ansi-escapes,3.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ansi-escapes,sindresorhus/ansi-escapes,MIT,MIT,MIT,MIT
ansi-html-community,0.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ansi-html-community,http://github.com/mahdyar/ansi-html-community,Apache;Apache-2.0,Apache-2.0,Apache,
ansi-regex,3.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/log-update/node_modules/ansi-regex,(none),MIT,MIT,MIT,MIT
ansi-regex,5.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ansi-regex,chalk/ansi-regex,MIT,MIT,MIT,
ansi-styles,3.2.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ansi-styles,chalk/ansi-styles,MIT,MIT,MIT,MIT
ansi-styles,4.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-shared-utils/node_modules/ansi-styles,(none),MIT,MIT,MIT,
any-promise,1.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/any-promise,https://github.com/kevinbeaty/any-promise,MIT,MIT,,
anymatch,3.1.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/anymatch,https://github.com/micromatch/anymatch,ISC,ISC,ISC,
arch,2.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/arch,http://github.com/feross/arch,MIT,MIT,MIT,
argparse,2.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/argparse,nodeca/argparse,GPL;Python-2.0,Python-2.0,GPL,
array-flatten,1.1.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-dev-server/node_modules/array-flatten,(none),MIT,MIT,MIT,MIT
array-flatten,2.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/array-flatten,http://github.com/blakeembrey/array-flatten,MIT,MIT,MIT,MIT
array-union,2.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/array-union,sindresorhus/array-union,MIT,MIT,MIT,MIT
arraybuffer.slice,0.0.6,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/arraybuffer.slice,git@github.com:rase-/arraybuffer.slice,MIT,,,MIT
assert-plus,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/assert-plus,https://github.com/mcavage/node-assert-plus,MIT,MIT,,MIT
astral-regex,2.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/astral-regex,kevva/astral-regex,MIT,MIT,MIT,MIT
async,0.2.10,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/winston/node_modules/async,(none),MIT,MIT,,
async,2.6.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/async,https://github.com/caolan/async,MIT,MIT,,
asynckit,0.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/asynckit,https://github.com/alexindigo/asynckit,MIT,MIT,MIT,MIT
at-least-node,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/at-least-node,https://github.com/RyanZim/at-least-node,ISC,ISC,ISC,
autoprefixer,10.4.13,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/autoprefixer,postcss/autoprefixer,MIT,MIT,MIT,
aws-sign,0.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/aws-sign,https://github.com/mikeal/aws-sign,Unknown,,,
axios,0.27.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/axios,https://github.com/axios/axios,MIT,MIT,,
babel-loader,8.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/babel-loader,https://github.com/babel/babel-loader,MIT,MIT,MIT,
babel-plugin-dynamic-import-node,2.3.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/babel-plugin-dynamic-import-node,https://github.com/airbnb/babel-plugin-dynamic-import-node,MIT,MIT,MIT,
babel-plugin-polyfill-corejs2,0.3.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/babel-plugin-polyfill-corejs2,https://github.com/babel/babel-polyfills,MIT,MIT,MIT,
babel-plugin-polyfill-corejs3,0.6.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/babel-plugin-polyfill-corejs3,https://github.com/babel/babel-polyfills,MIT,MIT,MIT,
babel-plugin-polyfill-regenerator,0.4.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/babel-plugin-polyfill-regenerator,https://github.com/babel/babel-polyfills,MIT,MIT,MIT,
balanced-match,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/balanced-match,http://github.com/juliangruber/balanced-match,MIT,MIT,MIT,MIT
base64-arraybuffer,0.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/base64-arraybuffer,https://github.com/niklasvh/base64-arraybuffer,MIT,MIT,,MIT
base64-js,1.5.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/base64-js,http://github.com/beatgammit/base64-js,MIT,MIT,MIT,MIT
base64id,0.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/base64id,https://github.com/faeldt/base64id,Unknown,,,
basic-auth,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/basic-auth,visionmedia/node-basic-auth,MIT,MIT,,MIT
batch,0.6.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/batch,https://github.com/visionmedia/batch,MIT,MIT,MIT,
better-assert,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/better-assert,https://github.com/visionmedia/better-assert,MIT,,,MIT
big-integer,1.6.51,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/big-integer,git@github.com:peterolson/BigInteger.js,Unlicense,Unlicense,,
